Symbol	Name	LastSale	MarketCap	ADR TSO	IPOyear	Sector	industry	Summary Quote
SATS	EchoStar Corporation	47.24	4233346227.8	n/a	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/sats
EEI	Ecology and Environment, Inc.	11.15	47385426.1	n/a	1987	Consumer Services	Military/Government/Technical	http://www.nasdaq.com/symbol/eei
EDAP	EDAP TMS S.A.	2.62	57088935.4	n/a	1997	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/edap
EDGW	Edgewater Technology, Inc.	6.97	75835969.8	n/a	n/a	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/edgw
EDMC	Education Management Corporation	12.84	1605908545.56	n/a	1984	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/edmc
EDUC	Educational Development Corporation	2.85	11315115.6	n/a	n/a	Consumer Durables	Consumer Specialties	http://www.nasdaq.com/symbol/educ
EVAC	Edwards Group Limited	10.09	1138647701.52	n/a	n/a	Capital Goods	Fluid Controls	http://www.nasdaq.com/symbol/evac
EFUT	eFuture Information Technology Inc.	3.75	14914578.75	n/a	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/efut
EGAN	eGain Corporation	12.2	308796091	n/a	1999	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/egan
EHTH	eHealth, Inc.	41.08	756529074.6	n/a	2006	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/ehth
BAGL	Einstein Noah Restaurant Group, Inc.	17.95	315444971.2	n/a	1995	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/bagl
EMITF	Elbit Imaging Ltd.	1.2099	30129908.6091	n/a	n/a	Consumer Services	Building operators	http://www.nasdaq.com/symbol/emitf
ESLT	Elbit Systems Ltd.	53.34	2261046008.76	n/a	n/a	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/eslt
ESYS	Elecsys Corporation	8	30990504	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/esys
ELRC	Electro Rent Corporation	18.52	444423069.52	n/a	n/a	Technology	Diversified Commercial Services	http://www.nasdaq.com/symbol/elrc
ESIO	Electro Scientific Industries, Inc.	9.68	289587412.4	n/a	n/a	Energy	Industrial Machinery/Components	http://www.nasdaq.com/symbol/esio
EA	Electronic Arts Inc.	25.74	7892343561.96	n/a	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/ea
EFII	Electronics for Imaging, Inc.	35.26	1658678882.5	n/a	1992	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/efii
ELSE	Electro-Sensors, Inc.	3.89	13205410.23	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/else
RDEN	Elizabeth Arden, Inc.	37.44	1107253255.68	n/a	n/a	Consumer Non-Durables	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/rden
ESBK	Elmira Savings Bank NY (The)	23	52327990	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/esbk
LONG	eLong, Inc.	21.25	732329145	n/a	1987	Consumer Services	Transportation Services	http://www.nasdaq.com/symbol/long
ELTK	Eltek Ltd.	1.2936	8550834.4152	n/a	1997	Technology	Electrical Products	http://www.nasdaq.com/symbol/eltk
EMCI	EMC Insurance Group, Inc.	33.79	443483579.21	n/a	1982	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/emci
EMCF	Emclaire Financial Corp	24.58	43338423.64	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/emcf
EMKR	EMCORE Corporation	5.47	146388161.88	n/a	1997	Technology	Semiconductors	http://www.nasdaq.com/symbol/emkr
EMMS	Emmis Communications Corporation	2.36	98613017.72	n/a	1994	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/emms
EMMSP	Emmis Communications Corporation	14.6	19432468.6	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/emmsp
NYNY	Empire Resorts, Inc.	5.89	213533527.3	n/a	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/nyny
ERS	Empire Resources, Inc.	3.5069	30104639.3738	n/a	n/a	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/ers
ENTA	Enanta Pharmaceuticals, Inc.	19.5	349277643	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/enta
ECPG	Encore Capital Group Inc	47	1186847337	n/a	n/a	Finance	Finance Companies	http://www.nasdaq.com/symbol/ecpg
WIRE	Encore Wire Corporation	50.23	1039298984.46	n/a	1992	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/wire
ENDP	Endo Health Solutions Inc.	56.21	6419453662.93	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/endp
ECYT	Endocyte, Inc.	10.64	383568127.04	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ecyt
ELGX	Endologix, Inc.	17.54	1114431279.94	n/a	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/elgx
EIGI	Endurance International Group Holdings, Inc.	10.85	1395064388.55	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/eigi
ERII	Energy Recovery, Inc.	5.59	285272043.94	n/a	2008	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/erii
EXXI	Energy XXI (Bermuda) Limited	28.67	2173386776.01	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/exxi
ENOC	EnerNOC, Inc.	16.71	505181281.83	n/a	2007	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/enoc
ENG	ENGlobal Corporation	1.3	35207719.3	n/a	1991	Consumer Services	Military/Government/Technical	http://www.nasdaq.com/symbol/eng
ENPH	Enphase Energy, Inc.	8	334085712	n/a	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/enph
ESGR	Enstar Group Limited	135.16	2247179756.36	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/esgr
ENTG	Entegris, Inc.	10.45	1448418195.4	n/a	2000	Consumer Non-Durables	Plastic Products	http://www.nasdaq.com/symbol/entg
ETRM	EnteroMedics Inc.	1.3	72303751	n/a	2007	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/etrm
EBTC	Enterprise Bancorp Inc	18.46	183562289.56	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ebtc
EFSC	Enterprise Financial Services Corporation	17.7	322808475.9	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/efsc
EGT	Entertainment Gaming Asia Incorporated	1.4501	43538762.3662	n/a	n/a	Consumer Durables	Miscellaneous manufacturing industries	http://www.nasdaq.com/symbol/egt
ENMD	EntreMed, Inc.	1.76	47560546.88	n/a	1996	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/enmd
ENTR	Entropic Communications, Inc.	4.265	388220652.58	n/a	1994	Technology	Semiconductors	http://www.nasdaq.com/symbol/entr
ENVI	Envivio, Inc.	2.99	82557984.34	n/a	1987	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/envi
ENZN	Enzon Pharmaceuticals, Inc.	1.47	64780399.53	n/a	1984	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/enzn
ENZY          	Enzymotec Ltd.	22.17	0	n/a	1992	Consumer Durables	Specialty Chemicals	http://www.nasdaq.com/symbol/enzy          
EONC	eOn Communications Corporation	1.041	2995325.514	n/a	2000	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/eonc
EPIQ	EPIQ Systems, Inc.	15.41	535675701.24	n/a	1997	Technology	EDP Services	http://www.nasdaq.com/symbol/epiq
EPZM	Epizyme, Inc.	33.62	955456462.56	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/epzm
PLUS	ePlus inc.	52.86	433448035.5	n/a	1996	Technology	Retail: Computer Software & Peripheral Equipment	http://www.nasdaq.com/symbol/plus
EQIX	Equinix, Inc.	163.26	8068006026.18	n/a	2000	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/eqix
EAC           	Erickson Air-Crane Incorporated	18.96	185388168.72	n/a	2001	Capital Goods	Aerospace	http://www.nasdaq.com/symbol/eac           
ERIC	Ericsson	12.27	40552350000	n/a	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/eric
ERIE	Erie Indemnity Company	69.82	3251077115.08	n/a	n/a	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/erie
ESBF	ESB Financial Corporation	13.15	232188432.25	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/esbf
ESCA	Escalade, Incorporated	9.1	122895600.1	n/a	n/a	Consumer Non-Durables	Recreational Products/Toys	http://www.nasdaq.com/symbol/esca
ESMC	Escalon Medical Corp.	1.23	9257508.9	n/a	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/esmc
ESPR	Esperion Therapeutics, Inc.	14.77	226828990.01	n/a	2000	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/espr
ESSA	ESSA Bancorp, Inc.	10.97	132507847.67	n/a	n/a	Finance	Banks	http://www.nasdaq.com/symbol/essa
ESSX	Essex Rental Corporation	3.12	76918960.56	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/essx
CLWT	Euro Tech Holdings Company Limited	3.6185	7487483.4255	n/a	1997	Consumer Durables	Diversified Electronic Products	http://www.nasdaq.com/symbol/clwt
EEFT	Euronet Worldwide, Inc.	43.07	2165054259.69	n/a	1997	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/eeft
ESEA	Euroseas Ltd.	1.28	58009094.4	n/a	n/a	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/esea
EVEP	EV Energy Partners, L.P.	36.35	1757489058	n/a	2006	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/evep
EVRY	EveryWare Global, Inc.	8	176362984	n/a	n/a	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/evry
EVOK	Evoke Pharma, Inc.	10.725	62009290.2	n/a	2000	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/evok
EVOL	Evolving Systems, Inc.	10.46	119658854.06	n/a	1998	Technology	EDP Services	http://www.nasdaq.com/symbol/evol
EXA	Exa Corporation	15.89	211945952.47	n/a	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/exa
EXAS	EXACT Sciences Corporation	11.11	785462523.67	n/a	2001	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/exas
EXAC	Exactech, Inc.	23.12	312836720	n/a	1996	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/exac
EDS	Exceed Company Ltd.	1.45	47898573.55	n/a	n/a	Consumer Non-Durables	Shoe Manufacturing	http://www.nasdaq.com/symbol/eds
EXEL	Exelixis, Inc.	4.79	882339042.47	n/a	2000	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/exel
EXFO	EXFO Inc	5.3	150541210.6	n/a	n/a	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/exfo
EXLS	ExlService Holdings, Inc.	24.02	786269503.02	n/a	2006	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/exls
EXPE	Expedia, Inc.	59.81	7030838829.38	n/a	1999	Consumer Services	Transportation Services	http://www.nasdaq.com/symbol/expe
EXPD	Expeditors International of Washington, Inc.	42.61	8794789433.05	n/a	n/a	Transportation	Oil Refining/Marketing	http://www.nasdaq.com/symbol/expd
EXPO	Exponent, Inc.	74.67	978416914.71	n/a	1985	Consumer Services	Professional Services	http://www.nasdaq.com/symbol/expo
ESRX	Express Scripts Holding Company	64.86	52264577160	n/a	1992	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/esrx
EXLP	Exterran Partners, L.P.	29.29	1447203698.49	n/a	n/a	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/exlp
EXTR	Extreme Networks, Inc.	6.15	581003415	n/a	1999	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/extr
EZCH	EZchip Semiconductor Limited	26.03	746709178.52	n/a	n/a	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/ezch
EZPW	EZCORP, Inc.	15.52	841685916.8	n/a	1991	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/ezpw
FFIV	F5 Networks, Inc.	81.2	6358255649.2	n/a	1999	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/ffiv
FB	Facebook, Inc.	49.12	92053248124.32	n/a	1994	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/fb
FCS	Fairchild Semiconductor International, Inc.	12.58	1605262458.82	n/a	1999	Technology	Semiconductors	http://www.nasdaq.com/symbol/fcs
FRP	FairPoint Communications, Inc.	9.13	241791917.29	n/a	1986	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/frp
FWM	Fairway Group Holdings Corp.	25.46	1053476598.44	n/a	n/a	Consumer Services	Food Chains	http://www.nasdaq.com/symbol/fwm
FALC	FalconStor Software, Inc.	1.66	79732683.42	n/a	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/falc
DAVE	Famous Dave&#39;s of America, Inc.	19.36	147754358.4	n/a	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/dave
FARM	Farmer Brothers Company	17.47	287455083.64	n/a	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/farm
FFKT	Farmers Capital Bank Corporation	20.54	153540751.78	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffkt
FMNB	Farmers National Banc Corp.	6.32	117218322.96	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fmnb
FARO	FARO Technologies, Inc.	52.71	902125430.22	n/a	1997	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/faro
FAST	Fastenal Company	48.27	14323739670.63	n/a	1987	Consumer Services	RETAIL: Building Materials	http://www.nasdaq.com/symbol/fast
FATE	Fate Therapeutics, Inc.	5.948	121084375.784	n/a	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/fate
FBSS	Fauquier Bankshares, Inc.	13.8899	51577949.0458	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fbss
FBRC	FBR & Co	26.13	295990893.51	n/a	1970	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/fbrc
FDML	Federal-Mogul Corporation	20.79	3119107982.76	n/a	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/fdml
FNHC	Federated National Holding Company	11.4	94812215.4	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/fnhc
FFCO	FedFirst Financial Corporation	19.54	48036979.68	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/ffco
FEIC	FEI Company	88.65	3701704239.45	n/a	1995	Capital Goods	Biotechnology: Laboratory Analytical Instruments	http://www.nasdaq.com/symbol/feic
FHCO	Female Health Company (The)	9.28	266195769.92	n/a	n/a	Basic Industries	Specialty Chemicals	http://www.nasdaq.com/symbol/fhco
ONEQ	Fidelity Nasdaq Composite Index Tracking Stock	154.979	263464300	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/oneq
LION	Fidelity Southern Corporation	15.86	333039429.58	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lion
FDUS	Fidus Investment Corporation	20.12	275981271.56	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fdus
FRGI	Fiesta Restaurant Group, Inc.	44.47	1051510048.6	n/a	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/frgi
FSC	Fifth Street Finance Corp.	10.23	1399080518.22	n/a	2008	n/a	n/a	http://www.nasdaq.com/symbol/fsc
FSCFL	Fifth Street Finance Corp.	22.8875	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fscfl
FSFR	Fifth Street Senior Floating Rate Corp.	13.47	89801364.96	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fsfr
FITB	Fifth Third Bancorp	19.125	16284439389.375	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fitb
FNGN	Financial Engines, Inc.	60.59	3010108715.81	n/a	2010	Finance	Investment Managers	http://www.nasdaq.com/symbol/fngn
FISI	Financial Institutions, Inc.	23.36	322575670.4	n/a	1999	Finance	Major Banks	http://www.nasdaq.com/symbol/fisi
FNSR	Finisar Corporation	23.33	2235734640.37	n/a	1999	Technology	Semiconductors	http://www.nasdaq.com/symbol/fnsr
FEYE	FireEye, Inc.	39.89	4685912166.61	n/a	n/a	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/feye
FBNC	First Bancorp	14.83	291849342.97	n/a	1987	Finance	Major Banks	http://www.nasdaq.com/symbol/fbnc
FNLC	First Bancorp, Inc (ME)	16.86	179781433.98	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fnlc
BUSE	First Busey Corporation	5.38	466435412.16	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/buse
FBIZ	First Business Financial Services, Inc.	35.16	137769080.52	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fbiz
FCVA	First Capital Bancorp, Inc. (VA)	3.8701	47679500.4166	n/a	2007	Finance	Major Banks	http://www.nasdaq.com/symbol/fcva
FCAP	First Capital, Inc.	21.6	60148051.2	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/fcap
FCFS	First Cash Financial Services, Inc.	61.51	1777914257.25	n/a	1991	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/fcfs
FCZA	First Citizens Banc Corp.	6.704	51673875.568	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fcza
FCNCA	First Citizens BancShares, Inc.	209.38	2014013866.58	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fcnca
FCLF	First Clover Leaf Financial Corp.	9.0999	65714081.5593	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/fclf
FCBC	First Community Bancshares, Inc.	16.55	331854178.6	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fcbc
FCCO	First Community Corporation	10.35	54816580.8	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fcco
FBNK	First Connecticut Bancorp, Inc.	15.11	253039524.34	n/a	n/a	Finance	Banks	http://www.nasdaq.com/symbol/fbnk
FDEF	First Defiance Financial Corp.	25.63	250782809.31	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/fdef
FFBH	First Federal Bancshares of Arkansas, Inc.	8.97	179772228.09	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/ffbh
FFNM	First Federal of Northern Michigan Bancorp, Inc.	5.21	15025895.29	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffnm
FFBC	First Financial Bancorp.	15.49	893892551.82	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffbc
FFBCW	First Financial Bancorp.	5.42	0	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffbcw
FFIN	First Financial Bankshares, Inc.	61.73	1973981569.1	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffin
THFF	First Financial Corporation Indiana	34.67	461370955.66	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/thff
SCBT	First Financial Holdings, Inc.	60.75	1461510864	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/scbt
FFNW	First Financial Northwest, Inc.	10.91	187549675.11	n/a	n/a	Finance	Banks	http://www.nasdaq.com/symbol/ffnw
FFKY	First Financial Service Corporation	4.71	22897773.33	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffky
INBK	First Internet Bancorp	24.14	69072409.64	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/inbk
FIBK	First Interstate BancSystem, Inc.	24.5	475079941	n/a	2010	Finance	Major Banks	http://www.nasdaq.com/symbol/fibk
FRME	First Merchants Corporation	18.86	543323104.64	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/frme
FMBI	First Midwest Bancorp, Inc.	16.72	1255046621.84	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fmbi
NBCB	First NBC Bank Holding Company	26.35	470602884.2	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/nbcb
FNFG	First Niagara Financial Group Inc.	10.89	3855006072.72	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fnfg
FSFG	First Savings Financial Group, Inc.	22.28	51538920.36	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/fsfg
FSGI	First Security Group, Inc.	2.06	130337986.02	n/a	2005	Finance	Major Banks	http://www.nasdaq.com/symbol/fsgi
FSLR	First Solar, Inc.	61.148	6080563234.8	n/a	2006	Technology	Semiconductors	http://www.nasdaq.com/symbol/fslr
FSBK	First South Bancorp Inc	7.1	69234024.1	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fsbk
BICK	First Trust BICK Index Fund	24.5299	19623969.0598	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bick
FTCS	First Trust Capital Strength ETF	32.552	58593665.104	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ftcs
TDIV	First Trust Exchange-Traded Fund VI First Trust NASDAQ Technol	23.88	234143400	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/tdiv
MDIV	First Trust Exchange-Traded Fund VI Multi-Asset Diversified In	21.12	518496042.24	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mdiv
FTGC	First Trust Global Tactical Commodity Strategy Fund	29	2996686	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ftgc
HYLS	First Trust High Yield Long/Short ETF	51.76	75052103.52	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/hyls
SKYY	First Trust ISE Cloud Computing Index Fund	25.19	149880550.38	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/skyy
CU	First Trust ISE Global Copper Index Fund	22.85	34275045.7	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cu
PLTM	First Trust ISE Global Platinum Index Fund	12.731	12094475.462	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pltm
QABA	First Trust NASDAQ ABA Community Bank Index Fund	33.719	42148817.438	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/qaba
FONE	First Trust NASDAQ CEA Smartphone Index Fund	32.23	9669064.46	n/a	1996	n/a	n/a	http://www.nasdaq.com/symbol/fone
GRID	First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index 	36.47	12764572.94	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/grid
QCLN	First Trust NASDAQ Clean Edge U.S. Liquid Series Index Fund	17.8	87220035.6	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/qcln
CARZ	First Trust NASDAQ Global Auto Index Fund	39.14	54796078.28	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/carz
QQEW	First Trust NASDAQ-100 Equal Weighted Index Fund	34.42	261592068.84	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/qqew
QQXT	First Trust NASDAQ-100 Ex-Technology Sector Index Fund	33.09	79416066.18	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/qqxt
QTEC	First Trust NASDAQ-100-Technology Sector Index Fund	33.18	152628066.36	n/a	1984	n/a	n/a	http://www.nasdaq.com/symbol/qtec
FTSL	First Trust Senior Loan Fund ETF	49.63	96778599.26	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ftsl
FUNC	First United Corporation	7.81	48504684.47	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/func
FBMI	Firstbank Corporation	19.48	157332577.08	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fbmi
SVVC	Firsthand Technology Value Fund, Inc.	23.79	203558659.2	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/svvc
FMER	FirstMerit Corporation	22.06	3640855065.64	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fmer
FSRV	FirstService Corporation	42.26	1450379596.88	n/a	n/a	Finance	Real Estate	http://www.nasdaq.com/symbol/fsrv
FISV	Fiserv, Inc.	105.31	13581741397.12	n/a	1986	Technology	EDP Services	http://www.nasdaq.com/symbol/fisv
FIVE	Five Below, Inc.	52.22	2821982899.4	n/a	n/a	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/five
FPRX	Five Prime Therapeutics, Inc.	10.6	169778154.2	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/fprx
FLML	Flamel Technologies S.A.	5.8	147409320	n/a	1996	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/flml
FLXS	Flexsteel Industries, Inc.	27.44	196976201.52	n/a	n/a	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/flxs
FLEX	Flextronics International Ltd.	7.8	4740708148.8	n/a	1994	Technology	Electrical Products	http://www.nasdaq.com/symbol/flex
FLIR	FLIR Systems, Inc.	28.36	4029247000	n/a	1993	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/flir
FLOW	Flow International Corporation	3.99	195692586.39	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/flow
FLDM	Fluidigm Corporation	29.89	762082583.71	n/a	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments	http://www.nasdaq.com/symbol/fldm
FFIC	Flushing Financial Corporation	19.92	599959583.76	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffic
FONR	Fonar Corporation	11.87	75614677.58	n/a	1981	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/fonr
VIFL	Food Technology Service, Inc.	5.64	15996726.36	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/vifl
FES	Forbes Energy Services Ltd	4.69	100299406.69	n/a	n/a	Energy	Oilfield Services/Equipment	http://www.nasdaq.com/symbol/fes
FNRG	ForceField Energy Inc.	5.73	93201320.73	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/fnrg
FORM	FormFactor, Inc.	5.17	282109053.16	n/a	1993	Technology	Semiconductors	http://www.nasdaq.com/symbol/form
FORTY	Formula Systems (1985) Ltd.	26.1	369964733.4	n/a	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/forty
FORR	Forrester Research, Inc.	37.27	752965810	n/a	1985	Consumer Services	Diversified Commercial Services	http://www.nasdaq.com/symbol/forr
FTNT	Fortinet, Inc.	19.94	3241975148.98	n/a	2009	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/ftnt
FWRD	Forward Air Corporation	39.96	1223399535.84	n/a	n/a	Transportation	Oil Refining/Marketing	http://www.nasdaq.com/symbol/fwrd
FORD	Forward Industries, Inc.	1.71	13872691.35	n/a	n/a	Consumer Non-Durables	Plastic Products	http://www.nasdaq.com/symbol/ford
FOSL	Fossil Group, Inc.	128.46	7253960980.56	n/a	1993	Consumer Non-Durables	Consumer Specialties	http://www.nasdaq.com/symbol/fosl
