WDR,"Waddell & Reed Financial, Inc.",nyse,Finance,Investment Bankers/Brokers/Service,5417963203,TRUE,TRUE
WAGE,"WageWorks, Inc.",nyse,Miscellaneous,Business Services,1943324781,TRUE,TRUE
WAG,Walgreen Co.,nyse,Health Care,Medical/Nursing Services,56644279388,TRUE,TRUE
WD,"Walker & Dunlop, Inc.",nyse,Finance,Finance: Consumer Services,472399237.4,TRUE,TRUE
WMT,"Wal-Mart Stores, Inc.",nyse,Consumer Services,Department/Specialty Retail Stores,2.54E+11,TRUE,TRUE
DIS,Walt Disney Company (The),nyse,Consumer Services,Television Services,1.23E+11,TRUE,TRUE
WLT,"Walter Energy, Inc.",nyse,Energy,Coal Mining,1133257391,TRUE,TRUE
WAC,Walter Investment Management Corp.,nyse,Finance,Finance: Consumer Services,1327122423,TRUE,TRUE
WPO,Washington Post Company (The),nyse,Consumer Services,Other Consumer Services,4777730394,TRUE,TRUE
WCN,"Waste Connections, Inc.",nyse,Public Utilities,Environmental Services,5177838048,TRUE,TRUE
WM,"Waste Management, Inc.",nyse,Public Utilities,Environmental Services,20540970041,TRUE,TRUE
WAT,Waters Corporation,nyse,Capital Goods,Biotechnology: Laboratory Analytical Instruments,8486645489,TRUE,TRUE
WSO,"Watsco, Inc.",nyse,Consumer Durables,Industrial Machinery/Components,2863337028,TRUE,TRUE
WTS,"Watts Water Technologies, Inc.",nyse,Capital Goods,Metal Fabrications,2051349326,TRUE,TRUE
WPP,Wausau Paper Corp.,nyse,Basic Industries,Paper,561556085.4,TRUE,TRUE
WCIC,"WCI Communities, Inc.",nyse,Capital Goods,Homebuilding,430979789.1,TRUE,TRUE
WFT,"Weatherford International, Ltd",nyse,Energy,Oil & Gas Production,13081794452,TRUE,TRUE
WBS,Webster Financial Corporation,nyse,Finance,Major Banks,2533105080,TRUE,TRUE
WTW,Weight Watchers International Inc,nyse,Consumer Services,Other Consumer Services,1890699640,TRUE,TRUE
WRI,Weingarten Realty Investors,nyse,Consumer Services,Real Estate Investment Trusts,3788416210,TRUE,TRUE
WMK,"Weis Markets, Inc.",nyse,Consumer Services,Food Chains,1323672380,TRUE,TRUE
WCG,"WellCare Health Plans, Inc.",nyse,Health Care,Medical Specialities,2980613141,TRUE,TRUE
WLP,WellPoint Inc.,nyse,Health Care,Medical Specialities,25908083529,TRUE,TRUE
WFC,Wells Fargo & Company,nyse,Finance,Major Banks,2.25E+11,TRUE,TRUE
WAIR,"Wesco Aircraft Holdings, Inc.",nyse,Capital Goods,Wholesale Distributors,1782825337,TRUE,TRUE
WCC,"WESCO International, Inc.",nyse,Consumer Non-Durables,Telecommunications Equipment,3695278228,TRUE,TRUE
WST,"West Pharmaceutical Services, Inc.",nyse,Basic Industries,Specialty Chemicals,3252237093,TRUE,TRUE
WR,"Westar Energy, Inc.",nyse,Public Utilities,Power Generation,4043111215,TRUE,TRUE
WAL,Western Alliance Bancorporation,nyse,Finance,Major Banks,1862565706,TRUE,TRUE
WMC,Western Asset Mortgage Capital Corporation,nyse,Consumer Services,Real Estate Investment Trusts,398593849.2,TRUE,TRUE
WES,"Western Gas Partners, LP",nyse,Public Utilities,Natural Gas Distribution,6653886830,TRUE,TRUE
WNRL,"Western Refining Logistics, LP",nyse,Energy,Natural Gas Distribution,1187084440,TRUE,TRUE
WNR,"Western Refining, Inc.",nyse,Energy,Integrated oil Companies,2546557164,TRUE,TRUE
WU,Western Union Company (The),nyse,Miscellaneous,Business Services,9520814757,TRUE,TRUE
WAB,Westinghouse Air Brake Technologies Corporation,nyse,Capital Goods,Railroads,6342643612,TRUE,TRUE
WLK,Westlake Chemical Corporation,nyse,Basic Industries,Major Chemicals,7322398967,TRUE,TRUE
WBK,Westpac Banking Corporation,nyse,Finance,Commercial Banks,1.03E+11,TRUE,TRUE
WHG,Westwood Holdings Group Inc,nyse,Finance,Investment Managers,450314095,TRUE,TRUE
WEX,WEX Inc.,nyse,Miscellaneous,Business Services,3580057227,TRUE,TRUE
WY,Weyerhaeuser Company,nyse,Consumer Services,Real Estate Investment Trusts,17115531032,TRUE,TRUE
WGL,WGL Holdings Inc,nyse,Public Utilities,Oil/Gas Transmission,2343852623,TRUE,TRUE
WHR,Whirlpool Corporation,nyse,Consumer Durables,Consumer Electronics/Appliances,11501859748,TRUE,TRUE
WTM,"White Mountains Insurance Group, Ltd.",nyse,Finance,Property-Casualty Insurers,3632046067,TRUE,TRUE
WSR,Whitestone REIT,nyse,Consumer Services,Real Estate Investment Trusts,298648816.6,TRUE,TRUE
WLL,Whiting Petroleum Corporation,nyse,Energy,Oil & Gas Production,7718454669,TRUE,TRUE
WHX,Whiting USA Trust I,nyse,Energy,Oil & Gas Production,73478611.7,TRUE,TRUE
WHZ,Whiting USA Trust II,nyse,Energy,Oil & Gas Production,254472000,TRUE,TRUE
WG,"Willbros Group, Inc.",nyse,Energy,Oilfield Services/Equipment,480180989.2,TRUE,TRUE
WMB,"Williams Companies, Inc. (The)",nyse,Public Utilities,Natural Gas Distribution,23851651788,TRUE,TRUE
WPZ,Williams Partners L.P.,nyse,Public Utilities,Natural Gas Distribution,21891808637,TRUE,TRUE
WSM,"Williams-Sonoma, Inc.",nyse,Consumer Services,Home Furnishings,5106765547,TRUE,TRUE
WSH,Willis Group Holdings Limited,nyse,Finance,Specialty Insurers,7822313646,TRUE,TRUE
WGO,"Winnebago Industries, Inc.",nyse,Consumer Non-Durables,Homebuilding,793771423.2,TRUE,TRUE
FUR,Winthrop Realty Trust,nyse,Consumer Services,Real Estate Investment Trusts,409840905.7,TRUE,TRUE
WIT,Wipro Limited,nyse,Technology,EDP Services,27658757018,TRUE,TRUE
WEC,Wisconsin Energy Corporation,nyse,Public Utilities,Power Generation,9586308160,TRUE,TRUE
WNS,WNS (Holdings) Limited,nyse,Miscellaneous,Business Services,1063353753,TRUE,TRUE
WWW,"Wolverine World Wide, Inc.",nyse,Consumer Non-Durables,Shoe Manufacturing,1521813043,TRUE,TRUE
WF,Woori Finance Holdings Co Ltd,nyse,Finance,Commercial Banks,9416922511,TRUE,TRUE
WDAY,"Workday, Inc.",nyse,Technology,EDP Services,13457160000,TRUE,TRUE
INT,World Fuel Services Corporation,nyse,Energy,Oil Refining/Marketing,2723517090,TRUE,TRUE
WPT,"World Point Terminals, LP",nyse,Energy,Oil Refining/Marketing,325753618.3,TRUE,TRUE
WWE,"World Wrestling Entertainment, Inc.",nyse,Consumer Services,Movies/Entertainment,398171488.8,TRUE,TRUE
WOR,"Worthington Industries, Inc.",nyse,Capital Goods,Steel/Iron Ore,2853505490,TRUE,TRUE
WPX,"WPX Energy, Inc.",nyse,Energy,Oil & Gas Production,4298595311,TRUE,TRUE
WH,WSP Holdings Limited,nyse,Energy,Metal Fabrications,44349422.74,TRUE,TRUE
WX,Wuxi Pharmatech (Cayman) Inc.,nyse,Health Care,Major Pharmaceuticals,2165325168,TRUE,TRUE
WYN,Wyndham Worldwide Corp,nyse,Consumer Services,Hotels/Resorts,8764435233,TRUE,TRUE
XEL,Xcel Energy Inc.,nyse,Public Utilities,Power Generation,14406663091,TRUE,TRUE
XRM,"Xerium Technologies, Inc.",nyse,Basic Industries,Textiles,185584397.3,TRUE,TRUE
XRX,Xerox Corporation,nyse,Miscellaneous,Business Services,12692788237,TRUE,TRUE
XIN,Xinyuan Real Estate Co Ltd,nyse,Basic Industries,Homebuilding,484009937.2,TRUE,TRUE
XL,XL Group plc,nyse,Finance,Property-Casualty Insurers,8719047992,TRUE,TRUE
XOXO,"XO Group, Inc.",nyse,Consumer Services,Other Consumer Services,373620998.9,TRUE,TRUE
XPO,"XPO Logistics, Inc.",nyse,Consumer Services,Transportation Services,561721611,TRUE,TRUE
XUE,Xueda Education Group,nyse,Consumer Services,Other Consumer Services,303779425.9,TRUE,TRUE
XYL,Xylem Inc.,nyse,Capital Goods,Fluid Controls,6182200855,TRUE,TRUE
AUY,Yamana Gold Inc.,nyse,Basic Industries,Precious Metals,7310945154,TRUE,TRUE
YZC,Yanzhou Coal Mining Company Limited,nyse,Energy,Coal Mining,4957747200,TRUE,TRUE
YELP,Yelp Inc.,nyse,Consumer Services,Other Consumer Services,3591132207,TRUE,TRUE
YGE,Yingli Green Energy Holding Company Limited,nyse,Technology,Semiconductors,1009973379,TRUE,TRUE
YOKU,Youku Tudou Inc.,nyse,Technology,Radio And Television Broadcasting And Communications Equipment,4376774533,TRUE,TRUE
YPF,YPF Sociedad Anonima,nyse,Energy,Integrated oil Companies,8676480214,TRUE,TRUE
YUM,"Yum! Brands, Inc.",nyse,Consumer Services,Restaurants,31320099480,TRUE,TRUE
YUME,"YuMe, Inc.",nyse,Technology,Advertising,255721280,TRUE,TRUE
ZFC,ZAIS Financial Corp.,nyse,Consumer Services,Real Estate Investment Trusts,139809340.4,TRUE,TRUE
ZLC,Zale Corporation,nyse,Consumer Services,Consumer Specialties,517161948.1,TRUE,TRUE
ZEP,Zep Inc.,nyse,Consumer Durables,Specialty Chemicals,439789359.9,TRUE,TRUE
ZMH,"Zimmer Holdings, Inc.",nyse,Health Care,Industrial Specialties,15157655032,TRUE,TRUE
ZTS,Zoetis Inc.,nyse,Health Care,Major Pharmaceuticals,15635000000,TRUE,TRUE
ZA,Zuoan Fashion Limited,nyse,Consumer Non-Durables,Apparel,59529938.02,TRUE,TRUE
